Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
kita maju bersama ulama kita bergerak bersama semua tokoh agama untuk indonesia ikut gus mus,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
mukidi terlalu percaya diri peanyaan mudah ya dijawab yang keras tapi saya meminta dijawab yang keras siapa nama saya,0,0,0,0,0,0,0,0,0,0,0,0
kemarin di hujat sekarang mengharap dasar para  ,1,1,0,1,0,0,0,0,1,0,1,0
penjelasan saya bukan fitnah silakan dibantah apollinaris darmawan sebut alquran kitab ,1,1,0,1,1,0,0,0,0,0,1,0
 saja koloe dibilang saudara sama kamu pasti ogah hidupmu kok begini amat ya itu hati apa comberan,1,1,1,0,0,0,0,0,1,1,0,0
body lufra scrub dengan bahan dasar lidah  untuk melembabkan kulit amp lebih bercahaya info 087812026394 body mass indeks,0,0,0,0,0,0,0,0,0,0,0,0
tak punya  di masa lalu karena belum bermasa lalu,0,0,0,0,0,0,0,0,0,0,0,0
jangan jangan penganut bumi datar juga xf0x9fx98x9dnsoalnya teori bumi bulat kan dari orang  yang notabene musuh mereka,0,0,0,0,0,0,0,0,0,0,0,0
becak warga binjai hendak disita karena gunakan tenda beuliskan 2019 ganti presiden partai keadilan sejahtera meradang bukti pemerintah panik dan takut,1,0,0,1,0,0,0,0,1,0,1,0
lebih baik jokowi mundur,1,0,1,0,0,0,0,0,1,1,0,0
musyawarah nasional alim ulama ppp di semarang menghasilkan lima rekomendasi syarat dan kriteriakriteria bagi calon wakil presiden yang akan mendampingi bapak jokowi di 2019 mendatang romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0
luar biasa pencerahan nya saya merasa gagal sebagai anak ekonomi wkwk,0,0,0,0,0,0,0,0,0,0,0,0
kafan berasal dari budaya yahudi kenapa umat islam mengklaim,0,0,0,0,0,0,0,0,0,0,0,0
oleh  sekarang atas kendali negara cina  yang menjadi patron tunggal  anti islam jokowi,1,0,0,1,1,1,0,0,0,0,1,0
itu tanda nya mau pilihan kepala daerah dan pemilihan presiden,0,0,0,0,0,0,0,0,0,0,0,0
misi 4 membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur nomor tiga jawa barat asyik asyik menang,0,0,0,0,0,0,0,0,0,0,0,0
ketabahan pasangan dan taufik dan puan nurliyana yang wajar dicontohi jom kita beri sumbangan untuk meringankan beban pasangan ini come on twitter do your berpikir badan standarisasi nasional 0510541000096745 bank islam 05058020145124 nurliyana bosan abdul razif,0,0,0,0,0,0,0,0,0,0,0,0
apa sih  baru begitu doang belaganya sudah selangit tidak ingat ada karma nanti beberapa tahun lagi kalau idol kamu flop gue tertawa paling keras,1,1,1,0,0,0,0,0,1,1,0,0
 kangen gue iya,0,1,0,0,0,0,0,0,0,0,0,0
terangi negeri dengan budaya yuk pada mengunjungi ke purwokeo mumpung ada even rakyat purwokeo ekstra vaganza banyumas,0,0,0,0,0,0,0,0,0,0,0,0
presiden itu punya dana taktis dia bisa menggunakan untuk kepentingan rakyatnya di luar program program pemerintah yang sudah ada soal program banyak sekali ada pembangunan infrastruktur kip kartu indonesia sehat seifikat tanah perhutanan sosial bahan bakar minyak 1 harga padat karya,0,0,0,0,0,0,0,0,0,0,0,0
amin ya allah timnya kinan saja sampai pelatihan ular karena dia dapat di rawarawa aku dapatnya di sungai gede begitu dan musuhnya  wkwk,0,0,0,0,0,0,0,0,0,0,0,0
maju kamu memaki mama aku bolot,1,1,1,0,0,0,0,0,1,1,0,0
gerombolan kadal jidat gosongmmg begitu sukanya ribut tapi kalau gerombolannya yang salah pura pura budekdasar gerombolan cingkrang uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0
sebegitu gentarnya dia takut terhadap kafirxf0x9fx98x81,0,0,0,0,0,0,0,0,0,0,0,0
betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
siapa  kamu bukan teman gue  sudah kesal sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
 kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
tau dong bau baunya sudah keciri ini  buluk,1,1,1,0,0,1,0,0,0,1,0,0
kayak memegang bukan ,0,0,0,0,0,0,0,0,0,0,0,0
guru tk darma wanita persatuan desa plumbon porong deklarasi anti hoaks ujaran kebencian isu sarah dan mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
 seram mainnya begituan xf0x9fx98x82xf0x9fx91x8c,0,1,0,0,0,0,0,0,0,0,0,0
kayaknya bisa atau cuma bank teentu bilang saja mau jual uang asingtukar ke rupiah,0,0,0,0,0,0,0,0,0,0,0,0
 yaman ninnsetahun lagi gue depoasi kamu,1,1,1,0,0,0,0,0,1,0,0,1
hatihati berita pilihan kepala daerah yang berbau hoaks madiun madiun today 100thmadiun kotak karismatik madiun tolak cukai ilegal kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0
anak  ya ini,1,1,1,0,0,0,0,0,1,1,0,0
xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88xf0x9fx99x88udah ketahuan hoaks ya fahri makanya kalau ambil berita tuyg pembaruan jangan dari tong  diambil terus di screenshoot taunya berita sudah,1,0,1,0,0,0,0,0,1,1,0,0
mantap direct message dekat sama barisan serba guna bang,0,0,0,0,0,0,0,0,0,0,0,0
ternyata ada lebah yang tidak suka bunga tapi makan  gue penasaran madu nya kayak bagaimana xf0x9fxa4x94,0,0,0,0,0,0,0,0,0,0,0,0
pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
nah yang  yang bilang hacker haha,0,1,0,0,0,0,0,0,0,0,0,0
haha blunder kamu  yang tidak memberi itu protein energy malnutrition pusat dengan alasan ham kalau rakyat aceh ya mau kali pun coba kamu datangi pemerintah bilang suruh buat hukum islam kaffah di aceh kalau dewan perwakilan rakyat a,1,1,1,0,0,0,0,0,1,1,0,0
 gue sudah menyelam sampai bawah bawah balik lagi ke atas1,0,1,0,0,0,0,0,0,0,0,0,0
saya tak bisa dipancingpancing dengan urusan penistaan atau bukan saya hanya berbicara pemahaman saya tentang fiksi dan kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
 kacung itu kita teman gue dungunya sampai ke tulang sum2jd jangan buang buang energi debat sama merekaxf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
paai korupsi sapigoblog,1,1,0,1,0,0,0,0,1,0,1,0
sinyal  pemeliharaan apalagi ini niat tidak sih login twitter doang susah amat bagaimana mau open redtube ,1,1,0,1,0,0,0,1,0,0,1,0
matanya aku tak mau aku  wkwk,0,0,0,0,0,0,0,0,0,0,0,0
jadi ingat facebook  lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
kalau aku sih bakal bilang alah ,0,1,0,0,0,0,0,0,0,0,0,0
nikita mirzani sudah pakai hijab yang masih berbicara cebang  sudah pernah fantasikan dia belum uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
tatapannya dialihkan ke arah lain enggan menatap pria mencurigakan itu lagi pula siapa yang peama kali membuat gaduh suasana jika angie tidak menemukan ada seorang pria  yang tidur di sofanya kejadian sepei ini tidak akan terjadi,0,0,0,0,0,0,0,0,0,0,0,0
lahir dan berkembangnya gerakan  di indonesia tidak dapat dipisahkan dari sebuah organisasi yang bernama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0,0,0,0
shaheizy sama wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
ya terserah kamu saja balasnya kembali fokus kepada pekerjaan kita kami mengerjakan tugas proyek seni budaya hanya dalam 2 hari setelahnya langsung dikumpul dan dipresentasikan bersyukur nilainya memuaskan setelah kejadian proyek itu kami makin,0,0,0,0,0,0,0,0,0,0,0,0
tidak akan bro,0,0,0,0,0,0,0,0,0,0,0,0
kelakuan  masuk kategori perbuatan tidak menyenangkannnkelakuan  sangat menganggu persatuan bangsannkelakuan naif secara tidak langsung sebagai bentuk intimidasi terhadap ulamannkelakuan,1,1,1,0,0,0,0,0,1,1,0,0
 turun ke pemukiman warga cibadak sukabumi uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
kotor tidak masalah yang penting bahagia warganya  mana ngei,1,1,0,1,0,0,0,0,1,0,1,0
mau giveaway  meja tapi nanti yang menang cuma the rich chenle,0,0,0,0,0,0,0,0,0,0,0,0
sudah kebuka satu demi satu kebusukan kubu anies sandi yang menang dengan tanpa berkah uniform resource locator dan prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
wkwk  bang,0,1,0,0,0,0,0,0,0,0,0,0
bukan kayak orang begobro tapimemangbego,1,1,1,0,0,0,0,0,1,1,0,0
kementerian lingkungan hidup dan kehutanan upayakan pemerataan ekonomi melalui tora di kawasan hutan dan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
pak mahfud md sudah berpaling dari allah subhanahu wa taala pemberang demi bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
orang orang  kebanyakan minum amp makan kotoran  otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
apa yang terkuak semuanya sudah jelas sejak awal memang itu strategi kampanye kami di tim pemenangan anies sandi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali beemu dengan gubernur banten wahidin halim hari ini sabtu 214 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
lembaga lembaga anti korupsi masa lalu bubar karena sentuh kekuasaan giliran komisi pemberantasan korupsi kenapa partai demokrasi indonesia perjuangan paai politik penguasa yang pulang mengotot ingin bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1,0,1,0
justru mas kalau menyudutkan salah satu agama tentu malah bahayaitulah pak rocky ini cerdik dia bisa menyusun kalimat yang tepat amppantas dgunakaninti dari ini dia mau kasih tau pngeian fiksi sbenarnyaayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
para pendukung calon presiden gagal pindah on selalu sibuk urus  bawa kabur uang rupiah 35 t tapi tidak sadar kenapa  bisa kabur bawa uang sebanyak itu tanpa didukung pribumi  mustahil  bisa pribumi hanya diam kalau disogok mental kacung memang uniform resource locator,1,1,0,1,0,1,0,0,0,0,1,0
kamu rabun apa budekngue menulis tidak ngomongnxf0x9fx98x81xf0x9fx98x80,1,1,1,0,0,0,1,0,0,1,0,0
bismillah menahan sepo yang ,0,1,0,0,0,0,0,0,0,0,0,0
brahahahaaa  nya ahoker xf0x9fxa4xa3xf0x9fxa4xa3  belum cebok xf0x9fx98x85,1,1,1,0,0,0,0,0,1,1,0,0
update status bikin tugas tugas selesai tidak ya kok  sekali ,0,1,0,0,0,0,0,0,0,0,0,0
pak walaupun anda muslim sebagai pejabat negara anda harus beindak demi bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
12 ikan yang sudah sembuh dari sakitnya dan yang masih terselamatkan bagus laik jual harus dipisah atau diseleksi dari ikan yang  permanen untuk pemeliharaan lebih lanjut nnkesehatanikanncc,0,0,0,0,0,0,0,0,0,0,0,0
ainya apa pribumi sadari lihat siapa mereka kecuali kalian samasama cina  misionaris abaikan twit ini usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
presiden yang anda tuduh  anti islam sudah banyak berbuat untuk negeri ini sudah banyak berbuat untuk umat uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
manusia ,1,1,1,0,0,0,0,0,1,1,0,0
tetapi ingat ya jangan sampai cina mengenalkan wisata haram juga ke indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
bertanya di mana prabowo dan partai keadilan sejahtera saja bib kan asyik itu dianggap  prabowo dan  partai keadilan sejahtera hidupmu pasti lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
persahabatan salahlovren ini jadi bukti bahwa beda suku agama ras bukanlah halangan dalam membina hubungan dengan sesama umat manusia perbedaan justru menjadi warna tersendiri dalam menjalin peemanan terima kasih lovrensalah favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
sama saja lah laemeskipun sudah turun menurun tetapi ideologi partai  indonesia selalu melekat di jiwa mereka,0,0,0,0,0,0,0,0,0,0,0,0
saya juga kesal kalau ada yang merokok sambil naik motor iyakan kadang pengap kalau ditutup terus apalagi macetxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0
sudah meminta maaf  bronnenak banget rasan merekasebar hoaks meminta maafsebar hoaks lagi meminta maaf laginnmesti di sapu dulu biar jera nih orang uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
halo warga jakaa wakil kepala dinas penanaman modal dan pelayanan terpadu satu pintu provinsi daerah khusus ibu kota jakaa bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibu kota jakaa membuka acara 2018 junior chamber international jci indonesia nasional event setiamelayanijakaa,0,0,0,0,0,0,0,0,0,0,0,0
2 selain perkuat jaringan gubernur juga menekankan perlunya menguasai state of the a knowledge sea bahasa selama merantau di luar indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pandangan tuan guru bajang terhadap agama dan politik,0,0,0,0,0,0,0,0,0,0,0,0
penyedia ,1,1,0,1,0,0,0,0,1,0,1,0
susilo bambang yudhoyono presiden ri ke 6 meminta khofifah emil untuk dekat dengan masyarakat no 1 bisa bagus,0,0,0,0,0,0,0,0,0,0,0,0
yang  itu orang yang mau ganti presiden tetapi tidak tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
 cewek  bandung  crot di dalam xf0x9fx98x80nndownload full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
 complain raga ditanggapi fuck,1,1,0,1,0,0,0,0,1,0,1,0
kamu kok kayak  grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
lihat  tante,0,1,0,0,0,0,0,0,0,0,0,0
sementara itu kerjanya memusuhi dakwah islam bubarkan hati rakyat juga berhak lengserkan jokowi kodok tukang pencitraan,1,0,1,0,1,0,0,0,0,0,0,1
ha katanya saling melengkapi orang buktinya kamu juga  bagaimana sih,1,1,1,0,0,0,0,0,1,1,0,0
xe2x80x9ctidakxe2x80x9d kata salah seorang khalifah rasyidin itu xe2x80x9ckami dahulu memerangi orang  bersama merekaxe2x80x9d xe2x80x9ckalau begitu mereka orangorang munafikxe2x80x9d xe2x80x9ctidak juga sebab orang ,0,0,0,0,0,0,0,0,0,0,0,0
dia suka  ujian nasional jadi maklumkan,0,1,0,0,0,0,0,0,0,0,0,0
nek lihat match terakhir chelsea sih harusnya menang mudah manchester united tapi iya embuh sih chelsea  ki enggak bisa diprediksi xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
ya kali pak tentara nasional indonesia suruh uruskan  plastik xf0x9fx98x91,0,0,0,0,0,0,0,0,0,0,0,0
itulah yang di khawatirkan dari manuver politik dan kebijakan yang dilakukan oleh  ini semoga hal tersebut tidak akan pernah terjadi di negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung ke polisi serius itu kitab suci itu fiksi kata rocky pernyataan itu salah anda merasa terhina tunggu bukankah biasa penganut agama a menganggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
 tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
kok bisa pakai buruh cina kan rakyat sendiri banyak pnganggurandasar  kodok,1,1,1,0,0,1,0,0,0,1,0,0
,1,1,0,1,0,0,0,0,1,0,1,0
rupiah haneul pada cute padahal pacarnya perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
bilangnya anti  asengnda taunya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
di suriah sekolah radikal dan rakit bomplg ke indonesia jadi tempat pklya di amankan,0,0,0,0,0,0,0,0,0,0,0,0
karena kadang hidup memang kayak  malah kadang yang  orang lain tapi kamu yang harus bereskan tainya tangan kamu yxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
ih  selotipan xf0x9fx98x82,1,1,1,0,0,0,0,1,0,1,0,0
haha kalah nih iya orang jahat pasti kalah,1,0,1,0,0,0,0,0,1,1,0,0
gubernur zaman now gus ipul puti 2 ganjar yasin 1 djarot sihar 2 hasan anton 2 koster ace 1 nurdin sudirman 3 karolin gidot 2 keanekaragaman budaya suku agama itulah sesungguhnya kekayaan kita tutur djarot di hadapan pesea rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
yang cinta orde baru pasti meng idola kan prabowo amp hary tanoe di,1,0,1,0,0,0,0,0,1,1,0,0
menantang buka dadalah eh menyebut setanlah memang sudah pada habis kamus melawan kenegarawanan pak joko widodo presiden ri ke 7 pada makin stresssssss nih hati hati kena strok atau serangan jantung nanti rakyat indonesia kehilangan badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
belah duren yaaaangak dunguya tidak cebongxf0x9fx98x80xf0x9fx98x86nmaaf ya,1,1,1,0,0,0,0,0,1,1,0,0
2orangorang yahudi dan nasrani yang telah kami beri al kitab taurat dan injil mengenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan hati amp front pembela islam uniform resource locator,1,0,0,1,1,0,0,0,0,0,0,1
ahok memang verbalnya keras pelampiasan dan pelarian karena kelelakiannya lunak,1,0,1,0,0,0,0,1,0,1,0,0
sekadar bagikan juga teman teman kantor aku kalau ada pelanggan yang bercadar langsung bilang awas ada bom aku hanya menghela nafas xf0x9fx98xaf,0,0,0,0,0,0,0,0,0,0,0,0
 mana nih ingin menusuk dan ditusuknxf0x9fx91x89open bo wa 08157686707n  berondong massage boy gayjakaa  yogyakarta gaytanggerxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
yang diancam untuk dibunuh itu presiden republik indonesia mas terus mesti lapor dulu apakah penegak hukum tidak bisa beindak jika ada ancaman pembunuhan kepada kepala negaranya,0,0,0,0,0,0,0,0,0,0,0,0
kayak orang nyosor mau meminta ,0,1,0,0,0,0,0,0,0,0,0,0
 baik,0,1,0,0,0,0,0,0,0,0,0,0
jebur belum bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
partai keadilan sejahtera ulang tahun di balai kota rr berbicara mencalonkan presiden di balai kota ganti saja namanya jadi balai politik,0,0,0,0,0,0,0,0,0,0,0,0
pak perlu melanjutkan rencana untuk menyeret ke pengadilan ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
kebijakan pengembalian barang kepada konsumen yang dilakukan apabila barang tersebut rusak  produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembeliannhauzminiquiz hauzidnyuk ikutann,0,0,0,0,0,0,0,0,0,0,0,0
kisah hidup muhammad yang lebih lengkap dapat diunduh di sini,0,0,0,0,0,0,0,0,0,0,0,0
penjajahan di atas bumi indonesia harus di hapus kan penjajahan ekonomi budaya hasil bumi oleh cina harus kita basmi demi negara kesatuan republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
we ada pipis  tercecer di mari pantas bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
kalau kejadian di sini mungkin juga kalian yang teriak paling lantang pmh pro  lebih dahulu pas ditawari bantuan  bikin posko ini itu yang intinya malah mengompori keluarga korban lama pmh bilang 15 hari kelamaan harusnya 3,0,0,0,0,0,0,0,0,0,0,0,0
mari berjuangsampai jokowi dilantik kembali di tahun 2019njangan gentar jangan takut walau mata benang di leher walau ujung tombak di perut nntidak akan surut langkah kitantidak akan  suara kitantidak akan,0,0,0,0,0,0,0,0,0,0,0,0
kayak ,0,1,0,0,0,0,0,0,0,0,0,0
survei di metro televisi jokowi menang dari presiden baru tapi cara menghitungnya bagaimana ya 45 bisa mengalahkan 46 jangan jangan salah judul maksudnya jokowi masih menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
cuba lah tegak anime nih karakai jozu no takagisan kalau rasa nak feeling feeling cinta  zaman sekolahmemang throwback habes910 uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
serunya pesta budaya derau di kutai kaanegara,0,0,0,0,0,0,0,0,0,0,0,0
ada yang mau kontaknya retweet sekarang yanbanyak banget kenalan tante jilboobs sangenini namanya tante dea oxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar atau sebaliknya juga bukan ruang akademik untuk pamer siapa paling indah setiap orang punya kekuatan dan kelemahan bukan hanya soal dirinya itu egosentris namanya ini lebih pada soal kekuatan menahan l,0,0,0,0,0,0,0,0,0,0,0,0
duduki istana negara sekalian lengserkan jokowi salam dua tahun,1,0,1,0,0,0,0,0,1,0,0,1
wah hebatnya pak yang lagi sibuk pencitraan baca nih,1,0,1,0,0,0,0,0,1,1,0,0
bagi anda mungkin tidak apa apa tapi bagi kami muslim ini sangat menghinakan kami  betina itu sudah menista syariat kami,1,1,1,0,1,0,0,0,0,1,0,0
baby  buddha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
indonesia belum merdeka indonesia masih dijajah oleh orang cina takbir allahu akbar uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
memang benar kata pengamat politik hanta yudha kalau pasangan calon no2 ini tidak ada kan nya di jawa tengah jawa tengah gayeng 2019 tetap jokowi,0,0,0,0,0,0,0,0,0,0,0,0
jongos penista agama ahok sok sok ngong saramajikan nya penebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
boleh saya follow beli juga saya katolik dan ikut akun prof untuk menambah wawasan berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
kapan itu sih  cabul balik pengecut sih  itu iya,1,1,1,0,0,0,0,1,0,1,0,0
menurut wibisono pencitraan jokowi telah disebarkan up media massa pro  sehingga terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1,1,0,0
adian gaya kamu kayak beruk begini kalau supir tembak metromini masuk dprnkampungan kamu,1,1,1,0,0,0,0,0,1,1,0,0
km terlalu mainstream mengaaikan pintar pintar itu relatif tergantung mau dibawa kemana pengeiannya surat pemberitahuan tahunan anda pintar mengundeeestimatekan orang gue pintar komen saja  now pintar mangkrakan janji janji doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
kan memang gue ,0,1,0,0,0,0,0,0,0,0,0,0
ih masak di samakan sama  xf0x9fx98xa3xf0x9fx98xa3xf0x9fx98xa3,0,0,0,0,0,0,0,0,0,0,0,0
gue terpukau 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
aspirasi ibu lina dari sumedang kepada calon gubernur jabar berantas perebut laki orang yang sudah meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0,0,0,0
yaelah chat saja kamu uruskan itu yang sudah kelihatan mesum anggota dewan perwakilan rakyat pada diam yang nyata selingkuh tujuh tahun kalian pura pura   intelligence quotient dua ratus tidak sampai otaknya,1,1,0,1,0,0,1,1,0,0,1,0
